,date,hour_of_day,S_wait_time,SE_wait_time
4109,2015-10-22,15.0,63.57,11.67
4110,2015-10-22,16.0,67.5,10.0
4111,2015-10-22,17.0,59.5,10.0
4112,2015-10-22,18.0,64.44,10.0
4113,2015-10-22,19.0,107.0,10.0
4114,2015-10-22,20.0,46.25,10.0
4119,2015-10-23,9.0,43.64,5.0
4120,2015-10-23,10.0,71.67,27.0
4121,2015-10-23,11.0,73.89,30.0
4122,2015-10-23,12.0,72.78,30.0
4123,2015-10-23,13.0,70.0,17.14
4124,2015-10-23,14.0,59.17,15.83
4125,2015-10-23,15.0,80.0,15.0
4126,2015-10-23,16.0,74.44,18.89
4127,2015-10-23,17.0,68.75,20.0
4128,2015-10-23,18.0,56.11,15.0
4129,2015-10-23,19.0,58.75,17.5
4130,2015-10-23,20.0,56.11,13.89
4131,2015-10-23,21.0,40.0,9.44
4134,2015-10-24,9.0,52.27,7.22
4135,2015-10-24,10.0,65.62,21.25
4136,2015-10-24,11.0,72.5,25.83
4137,2015-10-24,12.0,68.89,28.89
4138,2015-10-24,13.0,63.89,20.0
4139,2015-10-24,14.0,65.0,13.33
4140,2015-10-24,15.0,72.86,22.5
4141,2015-10-24,16.0,75.71,18.75
4142,2015-10-24,17.0,60.0,14.29
4143,2015-10-24,18.0,54.5,14.44
4144,2015-10-24,19.0,64.44,15.45
4145,2015-10-24,20.0,50.0,13.57
4146,2015-10-24,21.0,33.33,5.0
4148,2015-10-25,9.0,37.0,6.11
4149,2015-10-25,10.0,76.0,24.44
4150,2015-10-25,11.0,75.0,30.0
4151,2015-10-25,12.0,75.56,31.11
4152,2015-10-25,13.0,72.27,18.57
4153,2015-10-25,14.0,67.22,21.67
4154,2015-10-25,15.0,64.44,16.15
4155,2015-10-25,16.0,73.33,14.0
4156,2015-10-25,17.0,69.44,13.0
4157,2015-10-25,18.0,55.0,10.0
4158,2015-10-25,19.0,58.0,10.0
4159,2015-10-25,20.0,40.0,8.75
4162,2015-10-26,9.0,68.0,10.62
4163,2015-10-26,10.0,71.5,23.5
4164,2015-10-26,11.0,85.62,30.0
4165,2015-10-26,12.0,82.78,30.0
4166,2015-10-26,13.0,74.44,20.0
4167,2015-10-26,14.0,67.5,17.78
4168,2015-10-26,15.0,61.67,19.29
4169,2015-10-26,16.0,90.0,17.5
4170,2015-10-26,17.0,77.78,13.75
4171,2015-10-26,18.0,62.5,8.33
4172,2015-10-26,19.0,56.5,16.36
4173,2015-10-26,20.0,36.11,8.33
4177,2015-10-27,9.0,50.5,12.78
4178,2015-10-27,10.0,60.0,25.0
4179,2015-10-27,11.0,76.67,30.0
4180,2015-10-27,12.0,66.88,37.5
4181,2015-10-27,13.0,61.88,19.0
4182,2015-10-27,14.0,80.62,20.0
4183,2015-10-27,15.0,62.14,10.71
4184,2015-10-27,16.0,68.89,10.0
4185,2015-10-27,17.0,64.38,10.0
4186,2015-10-27,18.0,54.0,7.0
4187,2015-10-27,19.0,56.25,6.25
4188,2015-10-27,20.0,42.78,5.0
4191,2015-10-28,9.0,37.78,5.0
4192,2015-10-28,10.0,54.0,16.88
4193,2015-10-28,11.0,69.38,25.71
4194,2015-10-28,12.0,76.25,23.33
4195,2015-10-28,13.0,54.17,10.0
4196,2015-10-28,14.0,69.0,10.0
4197,2015-10-28,15.0,47.5,6.88
4198,2015-10-28,16.0,51.67,5.56
4199,2015-10-28,17.0,66.43,5.0
4200,2015-10-28,18.0,40.0,5.0
4201,2015-10-28,19.0,44.0,5.0
4202,2015-10-28,20.0,24.38,5.0
4205,2015-10-29,9.0,48.5,6.11
4206,2015-10-29,10.0,60.0,23.64
4207,2015-10-29,11.0,75.56,33.5
4208,2015-10-29,12.0,60.0,23.12
4209,2015-10-29,13.0,62.78,13.12
4210,2015-10-29,14.0,61.88,10.0
4211,2015-10-29,15.0,65.0,10.0
4212,2015-10-29,16.0,73.0,5.5
4213,2015-10-29,17.0,64.58,6.67
4214,2015-10-29,18.0,60.0,5.62
4215,2015-10-29,19.0,49.17,9.17
4216,2015-10-29,20.0,55.62,10.0
4221,2015-10-30,9.0,15.0,5.0
4222,2015-10-30,10.0,45.0,9.29
4223,2015-10-30,11.0,61.5,20.0
4224,2015-10-30,12.0,55.0,16.88
4225,2015-10-30,13.0,57.86,13.75
4226,2015-10-30,14.0,57.86,7.14
4227,2015-10-30,15.0,58.12,10.0
4228,2015-10-30,16.0,54.5,10.0
4229,2015-10-30,17.0,51.92,5.5
4230,2015-10-30,18.0,46.0,9.5
4231,2015-10-30,19.0,51.0,10.0
4232,2015-10-30,20.0,42.86,6.43
4233,2015-10-30,21.0,30.56,5.0
4235,2015-10-31,9.0,29.29,5.0
4236,2015-10-31,10.0,54.44,21.11
4237,2015-10-31,11.0,60.62,30.0
4238,2015-10-31,12.0,70.0,22.5
4239,2015-10-31,13.0,58.75,15.62
4240,2015-10-31,14.0,64.44,10.0
4241,2015-10-31,15.0,56.67,12.22
4242,2015-10-31,16.0,59.44,10.0
4243,2015-10-31,17.0,62.78,9.5
4244,2015-10-31,18.0,56.11,14.44
4245,2015-10-31,19.0,61.11,11.5
4246,2015-10-31,20.0,64.44,15.0
4247,2015-10-31,21.0,34.29,8.75
4250,2015-11-01,9.0,28.33,11.67
4251,2015-11-01,10.0,55.0,22.92
4252,2015-11-01,11.0,83.5,28.89
4253,2015-11-01,12.0,72.78,15.0
4254,2015-11-01,13.0,58.33,13.33
4255,2015-11-01,14.0,67.22,14.44
4256,2015-11-01,15.0,49.44,13.89
4257,2015-11-01,16.0,65.5,13.89
4258,2015-11-01,17.0,58.75,8.75
4259,2015-11-01,18.0,44.44,5.0
4260,2015-11-01,19.0,45.0,5.0
4261,2015-11-01,20.0,26.11,5.0
4264,2015-11-02,9.0,46.67,8.33
4265,2015-11-02,10.0,66.0,26.25
4266,2015-11-02,11.0,73.75,25.0
4267,2015-11-02,12.0,67.22,28.5
4268,2015-11-02,13.0,66.88,16.25
4269,2015-11-02,14.0,61.67,12.78
4270,2015-11-02,15.0,58.33,12.0
4271,2015-11-02,16.0,58.18,10.5
4272,2015-11-02,17.0,53.33,10.0
4273,2015-11-02,18.0,49.38,8.12
4274,2015-11-02,19.0,52.22,5.0
4275,2015-11-02,20.0,30.0,5.0
4278,2015-11-03,9.0,36.0,7.5
4279,2015-11-03,10.0,68.0,20.0
4280,2015-11-03,11.0,90.0,28.0
4281,2015-11-03,12.0,76.67,23.33
4282,2015-11-03,13.0,63.0,13.5
4283,2015-11-03,14.0,70.0,13.75
4284,2015-11-03,15.0,68.89,5.62
4285,2015-11-03,16.0,57.22,12.86
4286,2015-11-03,17.0,63.57,10.0
4287,2015-11-03,18.0,53.12,10.0
4288,2015-11-03,19.0,53.0,10.0
4289,2015-11-03,20.0,41.0,6.5
4294,2015-11-04,9.0,50.0,8.57
4295,2015-11-04,10.0,90.0,27.78
4296,2015-11-04,11.0,106.11,23.33
4297,2015-11-04,12.0,100.62,20.0
4298,2015-11-04,13.0,67.78,15.0
4299,2015-11-04,14.0,52.5,10.56
4300,2015-11-04,15.0,76.11,15.0
4301,2015-11-04,16.0,73.89,6.11
4302,2015-11-04,17.0,53.89,5.0
4303,2015-11-04,18.0,53.89,5.0
4304,2015-11-04,19.0,46.67,5.0
4305,2015-11-04,20.0,23.57,5.0
4308,2015-11-05,9.0,35.56,10.0
4309,2015-11-05,10.0,70.62,29.38
4310,2015-11-05,11.0,78.33,28.33
4311,2015-11-05,12.0,69.38,21.67
4312,2015-11-05,13.0,65.62,15.0
4313,2015-11-05,14.0,62.5,15.0
4314,2015-11-05,15.0,68.5,10.0
4315,2015-11-05,16.0,55.91,10.0
4316,2015-11-05,17.0,65.0,8.89
4317,2015-11-05,18.0,54.44,5.0
4318,2015-11-05,19.0,52.5,5.0
4319,2015-11-05,20.0,32.22,5.0
4322,2015-11-06,9.0,39.29,8.12
4323,2015-11-06,10.0,74.38,26.11
4324,2015-11-06,11.0,75.56,25.45
4325,2015-11-06,12.0,71.43,26.25
4326,2015-11-06,13.0,68.89,17.78
4327,2015-11-06,14.0,68.12,10.0
4328,2015-11-06,15.0,74.38,10.0
4329,2015-11-06,16.0,66.25,13.75
4330,2015-11-06,17.0,57.78,5.0
4331,2015-11-06,18.0,60.0,6.5
4332,2015-11-06,19.0,51.67,6.11
4333,2015-11-06,20.0,50.56,5.0
4334,2015-11-06,21.0,29.44,5.0
4337,2015-11-07,9.0,50.45,10.62
4338,2015-11-07,10.0,60.0,25.0
4339,2015-11-07,11.0,70.0,35.0
4340,2015-11-07,12.0,56.82,23.89
4341,2015-11-07,13.0,65.0,14.44
4342,2015-11-07,14.0,61.5,8.75
4343,2015-11-07,15.0,64.29,8.57
4344,2015-11-07,16.0,68.75,12.22
4345,2015-11-07,17.0,59.55,9.44
4346,2015-11-07,18.0,51.11,5.0
4347,2015-11-07,19.0,62.5,11.25
4348,2015-11-07,20.0,41.67,5.56
4351,2015-11-08,9.0,38.33,6.11
4352,2015-11-08,10.0,76.67,25.0
4353,2015-11-08,11.0,72.22,25.0
4354,2015-11-08,12.0,61.11,20.0
4355,2015-11-08,13.0,73.12,15.71
4356,2015-11-08,14.0,65.0,12.78
4357,2015-11-08,15.0,68.33,9.44
4358,2015-11-08,16.0,67.5,9.17
4359,2015-11-08,17.0,66.88,8.75
4360,2015-11-08,18.0,51.25,10.62
4361,2015-11-08,19.0,42.0,7.14
4362,2015-11-08,20.0,32.22,8.33
4365,2015-11-09,9.0,51.88,7.86
4366,2015-11-09,10.0,95.0,26.88
4367,2015-11-09,11.0,113.75,30.0
4368,2015-11-09,12.0,77.5,28.89
4369,2015-11-09,13.0,74.44,12.22
4370,2015-11-09,14.0,60.0,17.27
4371,2015-11-09,15.0,61.25,10.0
4372,2015-11-09,16.0,63.57,9.29
4373,2015-11-09,17.0,59.44,10.0
4374,2015-11-09,18.0,55.0,6.67
4375,2015-11-09,19.0,45.0,5.0
4376,2015-11-09,20.0,55.0,5.0
4380,2015-11-10,9.0,47.5,15.71
4381,2015-11-10,10.0,68.75,23.75
4382,2015-11-10,11.0,76.25,36.25
4383,2015-11-10,12.0,83.64,23.33
4384,2015-11-10,13.0,77.5,20.0
4385,2015-11-10,14.0,78.5,12.22
4386,2015-11-10,15.0,63.33,11.0
4387,2015-11-10,16.0,76.67,8.89
4388,2015-11-10,17.0,78.89,9.5
4389,2015-11-10,18.0,63.75,5.62
4390,2015-11-10,19.0,54.44,12.22
4391,2015-11-10,20.0,35.62,6.88
4394,2015-11-11,9.0,82.92,11.43
4395,2015-11-11,10.0,70.0,30.0
4396,2015-11-11,11.0,121.5,39.0
4397,2015-11-11,12.0,116.88,30.0
4398,2015-11-11,13.0,65.0,12.5
4399,2015-11-11,14.0,71.0,18.33
4400,2015-11-11,15.0,70.0,22.22
4401,2015-11-11,16.0,70.38,14.5
4402,2015-11-11,17.0,65.0,15.0
4403,2015-11-11,18.0,63.89,10.0
4404,2015-11-11,19.0,57.22,5.0
4405,2015-11-11,20.0,31.67,5.0
4408,2015-11-12,9.0,55.5,14.09
4409,2015-11-12,10.0,78.5,28.75
4410,2015-11-12,11.0,85.56,36.11
4411,2015-11-12,12.0,70.0,26.25
4412,2015-11-12,13.0,115.56,20.5
4413,2015-11-12,14.0,65.0,13.75
4414,2015-11-12,15.0,69.44,19.44
4415,2015-11-12,16.0,86.43,18.75
4416,2015-11-12,17.0,121.0,10.0
4417,2015-11-12,18.0,77.22,19.38
4418,2015-11-12,19.0,63.0,20.0
4419,2015-11-12,20.0,66.11,9.5
4424,2015-11-13,9.0,56.36,7.78
4425,2015-11-13,10.0,86.0,20.0
4426,2015-11-13,11.0,97.78,45.0
4427,2015-11-13,12.0,88.89,25.56
4428,2015-11-13,13.0,71.0,16.67
4429,2015-11-13,14.0,72.78,12.0
4430,2015-11-13,15.0,81.11,13.12
4431,2015-11-13,16.0,92.0,13.5
4432,2015-11-13,17.0,66.11,8.89
4433,2015-11-13,18.0,64.5,10.0
4434,2015-11-13,19.0,69.0,16.67
4435,2015-11-13,20.0,60.56,19.44
4436,2015-11-13,21.0,39.44,6.11
4438,2015-11-14,9.0,63.18,5.71
4439,2015-11-14,10.0,82.0,22.22
4440,2015-11-14,11.0,80.56,27.22
4441,2015-11-14,12.0,59.44,21.5
4442,2015-11-14,13.0,65.0,17.22
4443,2015-11-14,14.0,63.0,12.22
4444,2015-11-14,15.0,66.11,12.5
4445,2015-11-14,16.0,72.86,10.0
4446,2015-11-14,17.0,72.78,16.11
4447,2015-11-14,18.0,78.33,11.5
4448,2015-11-14,19.0,70.62,17.5
4449,2015-11-14,20.0,48.57,7.14
4450,2015-11-14,21.0,34.0,5.0
4453,2015-11-15,9.0,42.08,10.0
4454,2015-11-15,10.0,83.12,25.56
4455,2015-11-15,11.0,80.71,36.36
4456,2015-11-15,12.0,68.89,20.56
4457,2015-11-15,13.0,72.78,15.0
4458,2015-11-15,14.0,75.0,20.45
4459,2015-11-15,15.0,73.33,17.5
4460,2015-11-15,16.0,83.12,15.0
4461,2015-11-15,17.0,74.44,11.67
4462,2015-11-15,18.0,54.44,11.25
4463,2015-11-15,19.0,57.5,8.12
4464,2015-11-15,20.0,29.38,10.0
4467,2015-11-16,9.0,59.44,10.83
4468,2015-11-16,10.0,97.31,29.38
4469,2015-11-16,11.0,91.0,35.0
4470,2015-11-16,12.0,80.56,26.67
4471,2015-11-16,13.0,74.44,18.33
4472,2015-11-16,14.0,68.89,21.11
4473,2015-11-16,15.0,68.33,19.0
4474,2015-11-16,16.0,75.56,15.0
4475,2015-11-16,17.0,86.67,5.0
4476,2015-11-16,18.0,75.56,5.5
4477,2015-11-16,19.0,64.5,8.75
4478,2015-11-16,20.0,43.5,5.0
4482,2015-11-17,9.0,39.55,10.56
4483,2015-11-17,10.0,84.5,28.33
4484,2015-11-17,11.0,82.0,30.5
4485,2015-11-17,12.0,78.89,17.0
4486,2015-11-17,13.0,67.86,13.57
4487,2015-11-17,14.0,64.44,10.0
4488,2015-11-17,15.0,68.89,6.11
4489,2015-11-17,16.0,92.5,10.0
4490,2015-11-17,17.0,84.44,9.44
4491,2015-11-17,18.0,55.5,6.11
4492,2015-11-17,19.0,57.78,5.0
4493,2015-11-17,20.0,34.38,5.0
4496,2015-11-18,9.0,45.56,5.0
4497,2015-11-18,10.0,68.89,15.83
4498,2015-11-18,11.0,60.0,23.33
4499,2015-11-18,12.0,58.89,
4500,2015-11-18,13.0,63.5,13.57
4501,2015-11-18,14.0,44.0,5.0
4502,2015-11-18,15.0,48.89,5.0
4503,2015-11-18,16.0,55.0,5.0
4504,2015-11-18,17.0,42.22,5.0
4505,2015-11-18,18.0,37.22,5.0
4506,2015-11-18,19.0,34.44,5.0
4507,2015-11-18,20.0,14.44,5.0
4510,2015-11-19,9.0,28.0,5.0
4511,2015-11-19,10.0,59.0,10.0
4512,2015-11-19,11.0,58.75,15.0
4513,2015-11-19,12.0,55.0,8.33
4514,2015-11-19,13.0,48.12,5.0
4515,2015-11-19,14.0,45.56,5.0
4516,2015-11-19,15.0,51.67,5.0
4517,2015-11-19,16.0,53.89,5.0
4518,2015-11-19,17.0,56.11,5.0
4519,2015-11-19,18.0,43.75,5.0
4520,2015-11-19,19.0,46.11,5.0
4521,2015-11-19,20.0,35.0,5.0
4526,2015-11-20,9.0,31.0,5.0
4527,2015-11-20,10.0,63.89,13.89
4528,2015-11-20,11.0,61.5,20.0
4529,2015-11-20,12.0,71.25,13.75
4530,2015-11-20,13.0,53.5,14.44
4531,2015-11-20,14.0,54.44,10.0
4532,2015-11-20,15.0,56.5,6.11
4533,2015-11-20,16.0,59.09,5.0
4534,2015-11-20,17.0,43.33,5.0
4535,2015-11-20,18.0,52.22,5.0
4536,2015-11-20,19.0,50.62,5.0
4537,2015-11-20,20.0,36.5,5.0
4540,2015-11-21,9.0,40.0,5.0
4541,2015-11-21,10.0,67.73,18.89
4542,2015-11-21,11.0,85.56,25.0
4543,2015-11-21,12.0,74.44,25.0
4544,2015-11-21,13.0,80.56,15.0
4545,2015-11-21,14.0,82.14,14.29
4546,2015-11-21,15.0,89.44,15.0
4547,2015-11-21,16.0,72.0,10.5
4548,2015-11-21,17.0,55.0,15.0
4549,2015-11-21,18.0,52.86,6.43
4550,2015-11-21,19.0,40.83,5.0
4551,2015-11-21,20.0,36.11,5.0
4554,2015-11-22,9.0,74.09,9.38
4555,2015-11-22,10.0,95.5,28.18
4556,2015-11-22,11.0,128.75,37.5
4557,2015-11-22,12.0,151.11,36.0
4558,2015-11-22,13.0,144.29,20.62
4559,2015-11-22,14.0,171.5,25.0
4560,2015-11-22,15.0,190.0,25.0
4561,2015-11-22,16.0,190.0,20.71
4562,2015-11-22,17.0,164.38,22.5
4563,2015-11-22,18.0,83.75,11.25
4564,2015-11-22,19.0,88.89,6.67
4565,2015-11-22,20.0,76.25,6.88
4567,2015-11-23,9.0,82.27,12.22
4568,2015-11-23,10.0,105.56,30.0
4569,2015-11-23,11.0,110.0,38.75
4570,2015-11-23,12.0,130.56,42.86
4571,2015-11-23,13.0,131.25,30.0
4572,2015-11-23,14.0,100.45,26.25
4573,2015-11-23,15.0,127.78,30.56
4574,2015-11-23,16.0,120.45,30.0
4575,2015-11-23,17.0,112.0,23.33
4576,2015-11-23,18.0,82.78,25.0
4577,2015-11-23,19.0,88.33,20.0
4578,2015-11-23,20.0,59.44,6.67
4582,2015-11-24,9.0,92.78,20.56
4583,2015-11-24,10.0,130.0,35.0
4584,2015-11-24,11.0,142.86,50.0
4585,2015-11-24,12.0,163.33,35.0
4586,2015-11-24,13.0,141.88,31.25
4587,2015-11-24,14.0,107.5,25.0
4588,2015-11-24,15.0,130.62,32.5
4589,2015-11-24,16.0,113.57,32.14
4590,2015-11-24,17.0,130.71,15.0
4591,2015-11-24,18.0,120.71,15.0
4592,2015-11-24,19.0,101.67,11.11
4593,2015-11-24,20.0,51.88,8.75
4596,2015-11-25,9.0,116.0,12.5
4597,2015-11-25,10.0,108.89,40.5
4598,2015-11-25,11.0,122.86,50.0
4599,2015-11-25,12.0,115.0,40.56
4600,2015-11-25,13.0,115.56,26.11
4601,2015-11-25,14.0,97.5,30.0
4602,2015-11-25,15.0,132.5,25.0
4603,2015-11-25,16.0,135.0,23.89
4604,2015-11-25,17.0,140.0,18.12
4605,2015-11-25,18.0,80.45,11.5
4606,2015-11-25,19.0,79.5,16.0
4607,2015-11-25,20.0,58.33,5.0
4610,2015-11-26,9.0,95.0,10.56
4611,2015-11-26,10.0,133.33,30.0
4612,2015-11-26,11.0,111.88,35.0
4613,2015-11-26,12.0,116.11,36.67
4614,2015-11-26,13.0,112.22,21.11
4615,2015-11-26,14.0,123.89,27.78
4616,2015-11-26,15.0,103.12,17.5
4617,2015-11-26,16.0,123.75,21.25
4618,2015-11-26,17.0,87.78,13.89
4619,2015-11-26,18.0,72.86,14.38
4620,2015-11-26,19.0,60.0,10.0
4621,2015-11-26,20.0,70.0,8.75
4626,2015-11-27,9.0,91.5,10.0
4627,2015-11-27,10.0,128.12,28.33
4628,2015-11-27,11.0,102.86,40.0
4629,2015-11-27,12.0,118.18,38.57
4630,2015-11-27,13.0,92.5,32.86
4631,2015-11-27,14.0,101.11,22.22
4632,2015-11-27,15.0,143.75,31.25
4633,2015-11-27,16.0,136.25,20.62
4634,2015-11-27,17.0,99.44,18.12
4635,2015-11-27,18.0,75.83,19.29
4636,2015-11-27,19.0,87.78,18.0
4637,2015-11-27,20.0,67.22,18.33
4640,2015-11-28,9.0,50.0,8.33
4641,2015-11-28,10.0,105.0,33.33
4642,2015-11-28,11.0,102.73,37.5
4643,2015-11-28,12.0,105.45,45.0
4644,2015-11-28,13.0,111.88,33.33
4645,2015-11-28,14.0,97.5,25.56
4646,2015-11-28,15.0,100.0,26.67
4647,2015-11-28,16.0,81.88,21.11
4648,2015-11-28,17.0,119.38,18.75
4649,2015-11-28,18.0,85.0,19.29
4650,2015-11-28,19.0,66.36,21.67
4651,2015-11-28,20.0,49.5,11.0
4654,2015-11-29,9.0,36.82,8.33
4655,2015-11-29,10.0,79.5,23.89
4656,2015-11-29,11.0,66.67,28.0
4657,2015-11-29,12.0,55.0,33.12
4658,2015-11-29,13.0,73.89,15.56
4659,2015-11-29,14.0,70.0,10.56
4660,2015-11-29,15.0,72.78,7.5
4661,2015-11-29,16.0,83.12,6.88
4662,2015-11-29,17.0,52.78,5.0
4663,2015-11-29,18.0,33.57,5.0
4664,2015-11-29,19.0,47.22,5.0
4665,2015-11-29,20.0,36.67,5.0
4668,2015-11-30,9.0,50.77,7.5
4669,2015-11-30,10.0,53.75,5.0
4670,2015-11-30,11.0,70.5,16.11
4671,2015-11-30,12.0,57.0,20.5
4672,2015-11-30,13.0,52.22,14.17
4673,2015-11-30,14.0,51.67,8.0
4674,2015-11-30,15.0,50.0,5.0
4675,2015-11-30,16.0,75.91,5.0
4676,2015-11-30,17.0,47.5,5.0
4677,2015-11-30,18.0,39.5,5.0
4678,2015-11-30,19.0,41.67,5.0
4679,2015-11-30,20.0,25.56,5.0
4682,2015-12-01,9.0,36.5,5.0
4683,2015-12-01,10.0,57.73,15.0
4684,2015-12-01,11.0,82.22,25.0
4685,2015-12-01,12.0,83.89,26.11
4686,2015-12-01,13.0,65.56,15.0
4687,2015-12-01,14.0,63.75,6.25
4688,2015-12-01,15.0,54.5,7.22
4689,2015-12-01,16.0,58.33,6.67
4690,2015-12-01,17.0,60.62,5.0
4691,2015-12-01,18.0,42.5,5.0
4692,2015-12-01,19.0,46.43,5.0
4693,2015-12-01,20.0,43.33,5.0
4698,2015-12-02,9.0,37.14,5.0
4699,2015-12-02,10.0,63.64,17.73
4700,2015-12-02,11.0,57.78,20.0
4701,2015-12-02,12.0,70.91,17.27
4702,2015-12-02,13.0,56.5,11.67
4703,2015-12-02,14.0,65.0,10.0
4704,2015-12-02,15.0,57.5,5.56
4705,2015-12-02,16.0,50.0,6.0
4706,2015-12-02,17.0,59.44,5.0
4707,2015-12-02,18.0,39.5,5.0
4708,2015-12-02,19.0,37.22,5.0
4709,2015-12-02,20.0,26.11,5.0
4713,2015-12-03,9.0,40.0,6.25
4714,2015-12-03,10.0,64.09,16.67
4715,2015-12-03,11.0,70.0,20.0
4716,2015-12-03,12.0,57.78,20.5
4717,2015-12-03,13.0,65.45,9.44
4718,2015-12-03,14.0,56.11,5.0
4719,2015-12-03,15.0,60.0,5.5
4720,2015-12-03,16.0,68.5,5.0
4721,2015-12-03,17.0,77.5,5.0
4722,2015-12-03,18.0,50.0,5.0
4723,2015-12-03,19.0,41.67,5.0
4724,2015-12-03,20.0,50.0,5.0
4727,2015-12-04,9.0,56.36,5.0
4728,2015-12-04,10.0,69.38,17.5
4729,2015-12-04,11.0,77.5,25.0
4730,2015-12-04,12.0,81.88,19.44
4731,2015-12-04,13.0,81.25,11.88
4732,2015-12-04,14.0,80.0,16.25
4733,2015-12-04,15.0,54.44,11.67
4734,2015-12-04,16.0,62.78,8.89
4735,2015-12-04,17.0,69.44,5.0
4736,2015-12-04,18.0,52.78,5.0
4737,2015-12-04,19.0,56.11,5.0
4738,2015-12-04,20.0,48.89,5.0
4741,2015-12-05,9.0,42.69,7.73
4742,2015-12-05,10.0,91.43,31.67
4743,2015-12-05,11.0,104.55,31.36
4744,2015-12-05,12.0,70.0,26.11
4745,2015-12-05,13.0,66.5,19.44
4746,2015-12-05,14.0,71.88,17.0
4747,2015-12-05,15.0,78.89,16.67
4748,2015-12-05,16.0,80.0,10.0
4749,2015-12-05,17.0,64.0,10.56
4750,2015-12-05,18.0,51.11,5.0
4751,2015-12-05,19.0,53.89,8.33
4752,2015-12-05,20.0,38.89,8.33
4755,2015-12-06,9.0,43.0,7.5
4756,2015-12-06,10.0,77.27,15.0
4757,2015-12-06,11.0,72.73,30.56
4758,2015-12-06,12.0,78.89,20.91
4759,2015-12-06,13.0,65.56,18.75
4760,2015-12-06,14.0,86.11,12.5
4761,2015-12-06,15.0,82.78,13.75
4762,2015-12-06,16.0,72.78,13.33
4763,2015-12-06,17.0,63.33,5.56
4764,2015-12-06,18.0,49.44,5.0
4765,2015-12-06,19.0,41.67,5.0
4766,2015-12-06,20.0,42.0,5.0
4769,2015-12-07,9.0,42.73,5.0
4770,2015-12-07,10.0,66.67,17.78
4771,2015-12-07,11.0,71.25,25.0
4772,2015-12-07,12.0,73.0,23.5
4773,2015-12-07,13.0,55.5,10.0
4774,2015-12-07,14.0,88.89,6.11
4775,2015-12-07,15.0,62.78,7.78
4776,2015-12-07,16.0,79.0,5.0
4777,2015-12-07,17.0,75.62,5.0
4778,2015-12-07,18.0,50.0,5.0
4779,2015-12-07,19.0,51.25,5.0
4780,2015-12-07,20.0,41.67,5.0
4784,2015-12-08,9.0,42.86,10.0
4785,2015-12-08,10.0,58.5,20.45
4786,2015-12-08,11.0,68.89,26.5
4787,2015-12-08,12.0,61.67,25.0
4788,2015-12-08,13.0,60.0,13.89
4789,2015-12-08,14.0,55.56,10.0
4790,2015-12-08,15.0,64.58,10.0
4791,2015-12-08,16.0,63.33,10.0
4792,2015-12-08,17.0,57.78,5.5
4793,2015-12-08,18.0,50.0,5.0
4794,2015-12-08,19.0,61.11,5.0
4795,2015-12-08,20.0,43.89,5.0
4798,2015-12-09,9.0,54.72,7.22
4799,2015-12-09,10.0,59.17,21.82
4800,2015-12-09,11.0,87.73,25.0
4801,2015-12-09,12.0,100.0,17.5
4802,2015-12-09,13.0,77.78,13.0
4803,2015-12-09,14.0,72.27,10.5
4804,2015-12-09,15.0,63.89,9.0
4805,2015-12-09,16.0,63.33,5.56
4806,2015-12-09,17.0,55.0,5.0
4807,2015-12-09,18.0,50.0,5.0
4808,2015-12-09,19.0,42.5,5.0
4809,2015-12-09,20.0,40.5,5.0
4812,2015-12-10,9.0,32.5,5.0
4813,2015-12-10,10.0,72.5,20.0
4814,2015-12-10,11.0,70.71,23.57
4815,2015-12-10,12.0,90.0,21.67
4816,2015-12-10,13.0,78.12,15.0
4817,2015-12-10,14.0,55.56,10.56
4818,2015-12-10,15.0,60.62,10.0
4819,2015-12-10,16.0,73.75,6.25
4820,2015-12-10,17.0,57.22,5.0
4821,2015-12-10,18.0,48.0,5.0
4822,2015-12-10,19.0,51.0,5.0
4823,2015-12-10,20.0,47.78,5.0
4828,2015-12-11,9.0,45.0,6.11
4829,2015-12-11,10.0,85.71,27.5
4830,2015-12-11,11.0,75.83,24.44
4831,2015-12-11,12.0,76.25,20.0
4832,2015-12-11,13.0,63.12,17.5
4833,2015-12-11,14.0,69.38,8.75
4834,2015-12-11,15.0,56.43,5.62
4835,2015-12-11,16.0,65.0,6.5
4836,2015-12-11,17.0,65.0,6.67
4837,2015-12-11,18.0,47.14,5.0
4838,2015-12-11,19.0,47.86,5.0
4839,2015-12-11,20.0,57.78,5.0
4842,2015-12-12,9.0,50.0,7.14
4843,2015-12-12,10.0,90.0,22.73
4844,2015-12-12,11.0,68.75,30.0
4845,2015-12-12,12.0,88.12,23.75
4846,2015-12-12,13.0,90.0,17.86
4847,2015-12-12,14.0,80.0,20.0
4848,2015-12-12,15.0,70.0,20.0
4849,2015-12-12,16.0,87.78,11.0
4850,2015-12-12,17.0,76.67,8.12
4851,2015-12-12,18.0,63.57,10.0
4852,2015-12-12,19.0,50.0,10.0
4853,2015-12-12,20.0,45.62,9.38
4856,2015-12-13,9.0,41.5,6.11
4857,2015-12-13,10.0,72.5,20.0
4858,2015-12-13,11.0,81.5,25.0
4859,2015-12-13,12.0,61.25,28.57
4860,2015-12-13,13.0,70.0,13.33
4861,2015-12-13,14.0,57.22,10.0
4862,2015-12-13,15.0,63.57,15.0
4863,2015-12-13,16.0,66.67,12.22
4864,2015-12-13,17.0,65.62,7.5
4865,2015-12-13,18.0,45.0,5.0
